Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[269]    0.0    0.00    0.00      23         cPlayNode** std::__copy_normal<true, false>::__copy_n<__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**>(__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**) [269]
                0.00    0.00      46/60          __gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >::base() const [236]
                0.00    0.00      23/30          cPlayNode** std::__copy_aux<cPlayNode* const*, cPlayNode**>(cPlayNode* const*, cPlayNode* const*, cPlayNode**) [260]
-----------------------------------------------
                0.00    0.00       2/23          std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > >, std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [309]
                0.00    0.00       9/23          void std::_Construct<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >(std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [328]
                0.00    0.00      12/23          __gnu_cxx::new_allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > >::construct(std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [296]
[270]    0.0    0.00    0.00      23         std::vector<cPlayNode*, std::allocator<cPlayNode*> >::vector(std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [270]
                0.00    0.00      23/71          std::_Vector_base<cPlayNode*, std::allocator<cPlayNode*> >::_M_get_Tp_allocator() const [227]
                0.00    0.00      23/87          std::vector<cPlayNode*, std::allocator<cPlayNode*> >::size() const [221]
                0.00    0.00      23/23          std::_Vector_base<cPlayNode*, std::allocator<cPlayNode*> >::_Vector_base(unsigned int, std::allocator<cPlayNode*> const&) [268]
                0.00    0.00      23/200         std::_Vector_base<cPlayNode*, std::allocator<cPlayNode*> >::_M_get_Tp_allocator() [190]
                0.00    0.00      23/200         std::allocator<cPlayNode*>::allocator(std::allocator<cPlayNode*> const&) [189]
                0.00    0.00      23/30          std::vector<cPlayNode*, std::allocator<cPlayNode*> >::end() const [258]
                0.00    0.00      23/30          std::vector<cPlayNode*, std::allocator<cPlayNode*> >::begin() const [259]
                0.00    0.00      23/23          cPlayNode** std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**, cPlayNode*>(__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**, std::allocator<cPlayNode*>) [272]
                0.00    0.00      23/212         std::allocator<cPlayNode*>::~allocator() [188]
-----------------------------------------------
                0.00    0.00      23/23          cPlayNode** std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**, cPlayNode*>(__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**, std::allocator<cPlayNode*>) [272]
[271]    0.0    0.00    0.00      23         cPlayNode** std::uninitialized_copy<__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**>(__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**) [271]
                0.00    0.00      23/23          cPlayNode** std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**>(__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**, std::__true_type) [273]
-----------------------------------------------
                0.00    0.00      23/23          std::vector<cPlayNode*, std::allocator<cPlayNode*> >::vector(std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [270]
[272]    0.0    0.00    0.00      23         cPlayNode** std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**, cPlayNode*>(__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**, std::allocator<cPlayNode*>) [272]
                0.00    0.00      23/23          cPlayNode** std::uninitialized_copy<__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**>(__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**) [271]
-----------------------------------------------
                0.00    0.00      23/23          cPlayNode** std::uninitialized_copy<__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**>(__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**) [271]
[273]    0.0    0.00    0.00      23         cPlayNode** std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**>(__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**, std::__true_type) [273]
                0.00    0.00      23/23          cPlayNode** std::copy<__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**>(__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**) [274]
-----------------------------------------------
                0.00    0.00      23/23          cPlayNode** std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**>(__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**, std::__true_type) [273]
[274]    0.0    0.00    0.00      23         cPlayNode** std::copy<__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**>(__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**) [274]
                0.00    0.00      23/23          cPlayNode** std::__copy_normal<true, false>::__copy_n<__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**>(__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, cPlayNode**) [269]
-----------------------------------------------
                0.00    0.00      23/23          std::less<std::string>::operator()(std::string const&, std::string const&) const [267]
[275]    0.0    0.00    0.00      23         bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [275]
-----------------------------------------------
                0.00    0.00       4/21          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_S_key(std::_Rb_tree_node_base const*) [394]
                0.00    0.00       4/21          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_M_insert_unique(std::_Rb_tree_iterator<std::pair<std::string const, iGameMode*> >, std::pair<std::string const, iGameMode*> const&) [393]
                0.00    0.00      13/21          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > const*) [293]
[276]    0.0    0.00    0.00      21         std::_Select1st<std::pair<std::string const, iGameMode*> >::operator()(std::pair<std::string const, iGameMode*> const&) const [276]
-----------------------------------------------
                0.00    0.00       1/20          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::begin() [622]
                0.00    0.00       1/20          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_M_insert_unique(std::pair<std::string const, iGameMode*> const&) [621]
                0.00    0.00       4/20          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_M_insert(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, iGameMode*> const&) [396]
                0.00    0.00       7/20          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::end() [356]
                0.00    0.00       7/20          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::lower_bound(std::string const&) [355]
[277]    0.0    0.00    0.00      20         std::_Rb_tree_iterator<std::pair<std::string const, iGameMode*> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, iGameMode*> >*) [277]
-----------------------------------------------
                0.00    0.00       9/18          std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::max_size() const [320]
                0.00    0.00       9/18          __gnu_cxx::new_allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > >::allocate(unsigned int, void const*) [318]
[278]    0.0    0.00    0.00      18         __gnu_cxx::new_allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > >::max_size() const [278]
-----------------------------------------------
                0.00    0.00       1/18          std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::operator=(std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > const&) [616]
                0.00    0.00       3/18          std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::insert(__gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > >, std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [423]
                0.00    0.00       5/18          std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::erase(__gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > >) [422]
                0.00    0.00       9/18          std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::push_back(std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [324]
[279]    0.0    0.00    0.00      18         std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::end() [279]
                0.00    0.00      18/464         __gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > >::__normal_iterator(std::vector<cPlayNode*, std::allocator<cPlayNode*> >* const&) [169]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<cPlayNode*, std::allocator<cPlayNode*> >* std::__uninitialized_copy_a<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >(std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > >) [281]
[280]    0.0    0.00    0.00      18         std::vector<cPlayNode*, std::allocator<cPlayNode*> >* std::uninitialized_copy<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*>(std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*) [280]
                0.00    0.00      18/18          std::vector<cPlayNode*, std::allocator<cPlayNode*> >* std::__uninitialized_copy_aux<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*>(std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::__false_type) [282]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > >, std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [309]
[281]    0.0    0.00    0.00      18         std::vector<cPlayNode*, std::allocator<cPlayNode*> >* std::__uninitialized_copy_a<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >(std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > >) [281]
                0.00    0.00      18/18          std::vector<cPlayNode*, std::allocator<cPlayNode*> >* std::uninitialized_copy<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*>(std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*) [280]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<cPlayNode*, std::allocator<cPlayNode*> >* std::uninitialized_copy<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*>(std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*) [280]
[282]    0.0    0.00    0.00      18         std::vector<cPlayNode*, std::allocator<cPlayNode*> >* std::__uninitialized_copy_aux<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*>(std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::__false_type) [282]
                0.00    0.00       9/9           void std::_Construct<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >(std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [328]
-----------------------------------------------
                0.00    0.00       4/16          std::vector<cMenuItem*, std::allocator<cMenuItem*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<cMenuItem**, std::vector<cMenuItem*, std::allocator<cMenuItem*> > >, cMenuItem* const&) [388]
                0.00    0.00      12/16          cMenuMode::mainloop() [24]
[283]    0.0    0.00    0.00      16         std::vector<cMenuItem*, std::allocator<cMenuItem*> >::size() const [283]
-----------------------------------------------
                0.00    0.00      15/15          cPlayMode::update() [5]
[284]    0.0    0.00    0.00      15         cTPPickup::~cTPPickup() [284]
                0.00    0.00      15/1379        cPickup::~cPickup() [138]
-----------------------------------------------
                0.00    0.00      15/15          cPlayMode::update() [5]
[285]    0.0    0.00    0.00      15         void cTextPane::add<char [41]>(char const (&) [41]) [285]
-----------------------------------------------
                0.00    0.00       4/14          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, iGameMode*> >*) [623]
                0.00    0.00      10/14          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::lower_bound(std::string const&) [355]
[286]    0.0    0.00    0.00      14         std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_S_left(std::_Rb_tree_node_base*) [286]
-----------------------------------------------
                0.00    0.00       1/13          std::allocator<cMenuItem*>::allocator(std::allocator<cMenuItem*> const&) [594]
                0.00    0.00      12/13          std::allocator<cMenuItem*>::allocator(std::allocator<cMenuItem*> const&) [298]
[287]    0.0    0.00    0.00      13         __gnu_cxx::new_allocator<cMenuItem*>::new_allocator(__gnu_cxx::new_allocator<cMenuItem*> const&) [287]
-----------------------------------------------
                0.00    0.00      13/13          std::allocator<cMenuItem*>::~allocator() [291]
[288]    0.0    0.00    0.00      13         __gnu_cxx::new_allocator<cMenuItem*>::~new_allocator() [288]
-----------------------------------------------
                0.00    0.00      13/13          std::map<std::string, iGameMode*, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::operator[](std::string const&) [352]
[289]    0.0    0.00    0.00      13         std::_Rb_tree_iterator<std::pair<std::string const, iGameMode*> >::operator*() const [289]
-----------------------------------------------
                0.00    0.00       1/13          _floodfill(std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >&, int, int, int) [34]
                0.00    0.00       1/13          cPlayTable::floodfill(std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >&, int, int, int, bool) [30]
                0.00    0.00       2/13          std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::operator=(std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > const&) [616]
                0.00    0.00       9/13          std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > >, std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [309]
[290]    0.0    0.00    0.00      13         std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::size() const [290]
-----------------------------------------------
                0.00    0.00       1/13          cMenuMode::cMenuMode(std::string, std::string) [574]
                0.00    0.00      12/13          std::vector<cMenuItem*, std::allocator<cMenuItem*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<cMenuItem**, std::vector<cMenuItem*, std::allocator<cMenuItem*> > >, cMenuItem* const&) [388]
[291]    0.0    0.00    0.00      13         std::allocator<cMenuItem*>::~allocator() [291]
                0.00    0.00      13/13          __gnu_cxx::new_allocator<cMenuItem*>::~new_allocator() [288]
-----------------------------------------------
                0.00    0.00       1/13          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_M_insert(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, iGameMode*> const&) [396]
                0.00    0.00       1/13          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_M_insert_unique(std::pair<std::string const, iGameMode*> const&) [621]
                0.00    0.00       4/13          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_M_insert_unique(std::_Rb_tree_iterator<std::pair<std::string const, iGameMode*> >, std::pair<std::string const, iGameMode*> const&) [393]
                0.00    0.00       7/13          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::lower_bound(std::string const&) [355]
[292]    0.0    0.00    0.00      13         std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_M_end() [292]
-----------------------------------------------
                0.00    0.00      13/13          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::lower_bound(std::string const&) [355]
[293]    0.0    0.00    0.00      13         std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > const*) [293]
                0.00    0.00      13/13          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_S_value(std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > const*) [294]
                0.00    0.00      13/21          std::_Select1st<std::pair<std::string const, iGameMode*> >::operator()(std::pair<std::string const, iGameMode*> const&) const [276]
-----------------------------------------------
                0.00    0.00      13/13          std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > const*) [293]
[294]    0.0    0.00    0.00      13         std::_Rb_tree<std::string, std::pair<std::string const, iGameMode*>, std::_Select1st<std::pair<std::string const, iGameMode*> >, std::less<std::string>, std::allocator<std::pair<std::string const, iGameMode*> > >::_S_value(std::_Rb_tree_node<std::pair<std::string const, iGameMode*> > const*) [294]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator<cPlayNode*>::allocator() [299]
[295]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator<cPlayNode*>::new_allocator() [295]
-----------------------------------------------
                0.00    0.00       1/12          std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::insert(__gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > >, std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [423]
                0.00    0.00      11/12          std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > > >, std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [309]
[296]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > >::construct(std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [296]
                0.00    0.00      12/3415        operator new(unsigned int, void*) [101]
                0.00    0.00      12/23          std::vector<cPlayNode*, std::allocator<cPlayNode*> >::vector(std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [270]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator<int>::allocator() [300]
[297]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator<int>::new_allocator() [297]
-----------------------------------------------
